adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
False,[35],10276,en,What About Bob?,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.",1.721,1991-05-17,What About Bob?,False,6.86,844
False,[35],13785,en,Best in Show,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",1.2135,2000-09-29,Best in Show,False,6.9,590
False,[18],718633,en,Bruised,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",2.3983,2020-09-12,Bruised,False,6.858,460
False,"[80, 18]",504172,en,The Mule,"Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",9.2387,2018-12-14,The Mule,False,6.9,5079
False,"[28, 878, 16]",452970,ja,劇場版 マジンガーZ ／ INFINITY,"When the evil Dr. Hell attacks the Earth, the mighty giant mecha Mazinger Z is formed to stop him.",4.8772,2017-10-27,Mazinger Z: Infinity,False,6.9,302
False,"[35, 18]",14926,en,Uptown Girls,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.",5.999,2003-08-15,Uptown Girls,False,6.9,946
False,"[12, 35, 878]",1648,en,Bill & Ted's Excellent Adventure,"Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus' time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation.",2.8778,1989-02-17,Bill & Ted's Excellent Adventure,False,6.858,1923
False,"[53, 9648, 27]",207933,en,Stonehearst Asylum,"An Oxford Medical School graduate takes a position at a mental institution and soon becomes obsessed with a female mental patient, but he has no idea of a recent and horrifying staffing change.",3.0018,2014-10-23,Stonehearst Asylum,False,6.9,1467
False,"[53, 9648]",181886,en,Enemy,A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,4.7385,2014-03-14,Enemy,False,6.857,6036
False,[27],38939,en,Tales from the Crypt,Five people find themselves in a tomb. The Crypt keeper explains why they are there through a series of frightening stories. Based on the classic comic book.,3.6719,1972-03-09,Tales from the Crypt,False,6.9,304
False,"[10751, 16]",16366,en,Joseph: King of Dreams,"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",4.0083,2002-12-04,Joseph: King of Dreams,False,6.9,1017
False,"[10751, 35, 80, 10402, 10749]",14900,en,The Great Muppet Caper,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",1.2135,1981-06-26,The Great Muppet Caper,False,6.9,312
False,"[35, 18]",12560,en,The Big Chill,Seven old college friends gather for a weekend reunion after the funeral of one of their own.,6.6969,1983-09-30,The Big Chill,False,6.9,610
False,"[18, 36]",11170,en,We Are Marshall,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",1.3116,2006-12-12,We Are Marshall,False,6.9,729
False,"[10752, 18, 36]",3683,en,Flags of Our Fathers,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen - John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes - who fought in the battle to take Iwo Jima from the Japanese.",5.2645,2006-10-19,Flags of Our Fathers,False,6.857,1885
False,[35],521777,en,Good Boys,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,7.1544,2019-08-14,Good Boys,False,6.9,1883
False,"[36, 18]",400020,fr,Le Jeune Karl Marx,"26 year-old Karl Marx embarks with his wife, Jenny, on the road to exile. In 1844 in Paris, he meets Friedrich Engels, an industrialist’s son, who has been investigating the sordid birth of the British working class. Engels, the dandy, provides the last piece of the puzzle to the young Karl Marx’s new vision of the world. Together, between censorship and the police’s repression, riots and political upheavals, they will lead the labor movement during its development into a modern era.",1.9477,2017-03-02,The Young Karl Marx,False,6.9,310
False,"[10751, 35, 12, 16]",260514,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",11.433,2017-06-15,Cars 3,False,6.9,6027
False,"[36, 18]",72976,en,Lincoln,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",9.13,2012-11-09,Lincoln,False,6.856,3860
False,[18],68924,en,The Ice Storm,"In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century.",6.9649,1997-09-27,The Ice Storm,False,6.9,687
False,"[35, 10749, 18]",2469,es,¡Átame!,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.",1.3724,1990-01-22,Tie Me Up! Tie Me Down!,False,6.9,637
False,"[35, 18, 10749]",2039,en,Moonstruck,"37-year-old Italian-American widow Loretta Castorini believes she is unlucky in love, and so accepts a marriage proposal from her boyfriend Johnny, even though she doesn't love him. When she meets his estranged younger brother Ronny, an emotional and passionate man, she finds herself drawn to him. She tries to resist, but Ronny, who blames his brother for the loss of his hand, has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls for Ronny, she learns that she's not the only one in her family with a secret romance.",3.8059,1987-12-16,Moonstruck,False,6.9,993
False,"[35, 18]",947891,en,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",13.9751,2024-09-13,My Old Ass,False,6.855,310
False,"[16, 35, 10751, 14]",400155,en,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",12.8975,2018-06-28,Hotel Transylvania 3: Summer Vacation,False,6.9,4512
False,"[35, 80]",12268,en,The Pink Panther Strikes Again,"Charles Dreyfus, who has finally cracked over inspector Clouseau's antics, escapes from a mental institution and launches an elaborate plan to get rid of Clouseau once and for all.",1.3549,1976-12-15,The Pink Panther Strikes Again,False,6.9,563
False,[18],11873,en,The Color of Money,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",2.33,1986-10-17,The Color of Money,False,6.855,1408
False,"[10752, 36, 28]",11463,en,Battle of Britain,"In 1940, the Royal Air Force fights a desperate battle against the might of the Luftwaffe for control of the skies over Britain, thus preventing the Nazi invasion of Britain.",1.7233,1969-09-15,Battle of Britain,False,6.9,318
False,"[35, 18]",9451,en,Election,"Tracy Flick is running unopposed for this year’s high school student election. But Jim McAllister has a different plan. Partly to establish a more democratic election, and partly to satisfy some deep personal anger toward Tracy, Jim talks football player Paul Metzler to run for president as well.",5.6603,1999-04-23,Election,False,6.856,1102
False,"[27, 35, 53]",9059,en,Tales from the Crypt: Demon Knight,"Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where — with the help of its residents — he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.",4.4632,1995-01-13,Tales from the Crypt: Demon Knight,False,6.9,502
False,"[35, 18, 36, 10749]",9026,en,The Importance of Being Earnest,"Two young gentlemen living in 1890s England use the same pseudonym (""Ernest"") on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities...",2.0903,2002-05-17,The Importance of Being Earnest,False,6.9,487
False,"[18, 36]",402298,en,Denial,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",4.3821,2016-09-30,Denial,False,6.854,664
False,"[35, 18]",317560,en,Carrie Pilby,"Awkward, isolated and disapproving of most of the people around her, a precocious 19-year-old genius is challenged to put her convictions to the test by venturing out on to the NYC dating scene.",1.9802,2017-03-31,Carrie Pilby,False,6.854,434
False,"[80, 18, 35]",85889,en,Filth,A bigoted junkie cop suffering from borderline personality disorder and drug addiction manipulates and hallucinates his way in a bid to secure promotion.,5.0115,2013-09-23,Filth,False,6.854,1771
False,"[18, 10749, 35, 10402]",13497,en,Drumline,"A talented street drummer from Harlem enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",2.6331,2002-12-13,Drumline,False,6.9,522
False,"[10749, 36, 35]",1934,en,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",2.4842,1998-12-11,Shakespeare in Love,False,6.9,3057
False,"[16, 14, 27]",919,ja,Blood: The Last Vampire,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",3.226,2000-11-18,Blood: The Last Vampire,False,6.9,345
False,[18],254578,de,Phoenix,"German-Jewish cabaret singer Nelly survived Auschwitz but had to undergo reconstructive surgery as her face was disfigured. Without recognizing Nelly, her former husband Johnny asks her to help him claim his wife’s inheritance. To see if he betrayed her, she agrees, becoming her own doppelganger.",1.1948,2014-09-25,Phoenix,False,6.853,442
False,"[53, 18]",50839,en,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,11.676,2011-09-28,Margin Call,False,6.853,1883
False,"[18, 10749, 878]",42188,en,Never Let Me Go,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",5.1632,2010-03-18,Never Let Me Go,False,6.853,2337
False,[27],19185,en,Night of the Living Dead,"In this remake of the classic 1968 film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",4.7024,1990-10-19,Night of the Living Dead,False,6.9,869
False,"[18, 10749]",14752,hi,दिल चाहता है,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",3.0719,2001-07-24,Dil Chahta Hai,False,6.9,300
False,"[18, 35, 14]",110390,sv,En duva satt på en gren och funderade på tillvaron,"An absurdist, surrealistic and shocking pitch-black comedy, which moves freely from nightmare to fantasy to hilariously deadpan humour as it muses on man’s perpetual inhumanity to man.",0.8055,2014-10-24,A Pigeon Sat on a Branch Reflecting on Existence,False,6.9,462
False,"[18, 80]",168672,en,American Hustle,"A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.",3.5946,2013-12-03,American Hustle,False,6.851,7394
False,"[35, 18]",152737,en,August: Osage County,"An intense look at the lives of the strong-willed daughters of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional mother who raised them.",1.5447,2013-12-26,August: Osage County,False,6.9,1515
False,"[18, 10749]",10362,en,Two Lovers,A depressed man moves back in with his parents following a recent heartbreak and finds himself with two women.,1.4126,2008-11-19,Two Lovers,False,6.851,873
False,"[28, 18, 14]",1494,zh,滿城盡帶黃金甲,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",3.7194,2006-12-14,Curse of the Golden Flower,False,6.9,755
False,"[27, 53]",1034541,en,Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",24.4868,2024-10-09,Terrifier 3,False,6.849,1600
False,"[53, 18, 36]",308032,en,The Stanford Prison Experiment,"In 1971, Stanford's Professor Philip Zimbardo conducts a controversial psychology experiment in which college students pretend to be either prisoners or guards, but the proceedings soon get out of hand. Based on a true story.",3.4109,2015-07-17,The Stanford Prison Experiment,False,6.8,943
False,[18],8942,en,Wendy and Lucy,A near-penniless drifter's journey to Alaska in search of work is interrupted when she loses her dog while attempting to shoplift food for it.,3.075,2008-12-10,Wendy and Lucy,False,6.85,337
False,"[53, 80]",1817,en,Phone Booth,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",4.2616,2003-04-04,Phone Booth,False,6.8,3852
False,"[16, 14, 27, 878, 10752]",846867,en,Mad God,"A figure known as ""The Assassin"" descends from the heavens into a nightmarish pit full of monsters, titans, and cruelty.",3.6789,2021-09-17,Mad God,False,6.849,451
False,"[28, 80, 53]",449443,en,Den of Thieves,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,13.3377,2018-01-18,Den of Thieves,False,6.849,3131
False,[35],445629,en,Fighting with My Family,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",6.7621,2019-02-14,Fighting with My Family,False,6.849,1750
False,"[28, 16, 878]",303857,ja,ドラゴンボールZ 復活の「F」,"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.",4.9618,2015-04-18,Dragon Ball Z: Resurrection 'F',False,6.8,1942
False,"[35, 18, 10749]",10937,en,Barfly,"Downtrodden writer Henry and distressed goddess Wanda aren't exactly husband and wife: they're wedded to their bar stools. But, they like each other's company—and Barfly captures their giddy, gin-soaked attempts to make a go of life on the skids.",1.1322,1987-09-02,Barfly,False,6.849,354
False,"[12, 28, 878]",10138,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",14.2928,2010-04-28,Iron Man 2,False,6.849,21468
False,"[9648, 35, 80]",445571,en,Game Night,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",10.479,2018-02-15,Game Night,False,6.848,5939
False,"[35, 10402]",254470,en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",5.7619,2015-05-07,Pitch Perfect 2,False,6.8,5354
False,"[18, 10749, 10752]",22971,en,Dear John,"While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.",2.7787,2010-02-04,Dear John,False,6.8,4184
False,"[37, 18]",4929,en,Hang 'em High,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",6.8759,1968-04-12,Hang 'em High,False,6.8,781
False,"[53, 878, 28]",2787,en,Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",3.9325,2000-02-18,Pitch Black,False,6.8,4534
False,[18],834860,ja,RETURN,8mm work directed by Norihiko Morinaga.,0.5484,1985-01-01,RETURN,False,6.847,654
False,[35],56804,it,Viaggi di nozze,The vicissitudes of three couples of newlyweds from the celebration of weddings to their respective honeymoons.,0.9004,1995-12-15,Honeymoon Trips,False,6.8,497
False,"[28, 80, 53]",11018,en,Year of the Dragon,"In New York, racist Capt. Stanley White becomes obsessed with destroying a Chinese-American drug ring run by Joey Tai, an up-and-coming young gangster as ambitious as he is ruthless. While pursuing an unauthorized investigation, White grows increasingly willing to violate police protocol, resorting to progressively violent measures -- even as his concerned wife, Connie, and his superiors beg him to consider the consequences of his actions.",2.4366,1985-08-16,Year of the Dragon,False,6.8,437
False,"[80, 18]",314402,fr,Dheepan,"Three war-torn strangers posing as a family flee Sri Lanka’s civil war to start over in a troubled Paris suburb, but their past traumas resurface as they struggle to survive in their new environment.",2.1722,2015-08-26,Dheepan,False,6.846,481
False,"[27, 9648, 18]",28501,en,The Pit and the Pendulum,"In the sixteenth century, Francis Barnard travels to Spain to clarify the strange circumstances of his sister's death after she had married the son of a cruel Spanish Inquisitor.",0.9353,1961-08-23,The Pit and the Pendulum,False,6.8,344
False,"[16, 35, 10751]",10258,en,The Madagascar Penguins in a Christmas Caper,"During the holiday season, when the animals of the Central Park Zoo are preparing for Christmas, Private, the youngest of the penguins notices that the Polar Bear is all alone. Assured that nobody should have to spend Christmas alone, Private goes into the city for some last-minute Christmas shopping. Along the way, he gets stuffed into a stocking",0.9169,2005-09-23,The Madagascar Penguins in a Christmas Caper,False,6.8,369
False,"[28, 12, 35]",384018,en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",23.5184,2019-08-01,Fast & Furious Presents: Hobbs & Shaw,False,6.8,7392
False,"[14, 12]",338952,en,Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",11.8704,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,False,6.8,11059
False,[18],258216,en,Nymphomaniac: Vol. I,"A man named Seligman finds a fainted wounded woman in an alley and he brings her home. She tells him that her name is Joe and that she is nymphomaniac. Joe tells her life and sexual experiences with hundreds of men since she was a young teenager while Seligman tells about his hobbies, such as fly fishing, reading about Fibonacci numbers or listening to organ music.",2.2422,2013-12-25,Nymphomaniac: Vol. I,False,6.846,3452
False,"[28, 18]",55292,zh,新少林寺,"China is plunged into strife as feuding warlords try to expand their power by warring over neighboring lands. Fuelled by his success on the battlefield, young and arrogant Hao Jie sneers at Shaolin's masters when he beats one of them in a duel. But the pride comes before a fall. When his own family is wiped out by a rival warlord, Hao is forced to take refuge with the monks. As the civil unrest spreads and the people suffer, Hao and the Shaolin masters are forced to take a fiery stand against the evil warlords. They launch a daring plan or rescue and escape.",4.9807,2011-01-20,Shaolin,False,6.8,373
False,"[28, 18, 36, 10752]",13813,en,Defiance,"Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",2.617,2008-12-31,Defiance,False,6.845,1773
False,"[27, 53, 28]",760883,de,Blood Red Sky,"A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight. In order to protect her son she will have to reveal a dark secret, and unleash the inner monster she has fought to hide.",5.4868,2021-07-23,Blood Red Sky,False,6.8,1600
False,"[18, 80]",574436,it,La paranza dei bambini,A gang of teenage boys stalk the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding – until they decide to be the bosses themselves.,2.3083,2019-02-14,Piranhas,False,6.844,518
False,"[80, 10749, 18]",441393,zh,江湖儿女,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him.",2.0505,2018-09-21,Ash Is Purest White,False,6.8,333
False,[18],87502,en,Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",10.2169,2012-11-02,Flight,False,6.844,6140
False,"[35, 18, 10402]",30508,de,Berlin Calling,A man tours clubs around the globe with his manager and girlfriend. On the eve of their largest album release he is admitted to a psychiatric clinic after overdosing at a gig.,1.1158,2008-10-01,Berlin Calling,False,6.8,344
False,"[35, 18]",11004,en,Wonder Boys,Grady is a 50-ish English professor who hasn't had a thing published in years—not since he wrote his award winning 'Great American Novel' 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.,1.9185,2000-02-22,Wonder Boys,False,6.8,612
False,"[18, 35]",2755,en,About Schmidt,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.",3.6318,2002-12-12,About Schmidt,False,6.8,1269
False,"[12, 18, 10751]",157841,en,The Young and Prodigious T.S. Spivet,A 10-year-old child prodigy cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on board a freight train to receive an award at the Smithsonian Institute.,1.7376,2013-10-16,The Young and Prodigious T.S. Spivet,False,6.842,828
False,"[53, 18, 10749]",10998,en,Fatal Attraction,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,3.8679,1987-09-18,Fatal Attraction,False,6.8,1567
False,"[10751, 16, 35, 12]",527729,fr,Astérix : Le Secret de la potion magique,"Following a fall during mistletoe picking, Druid Getafix decides that it is time to secure the future of the village. Accompanied by Asterix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion.",3.1641,2018-05-12,Asterix: The Secret of the Magic Potion,False,6.841,1257
False,"[53, 9648, 80, 18]",446021,en,Bad Times at the El Royale,"Lake Tahoe, 1969. Seven strangers, each one with a secret to bury, meet at El Royale, a decadent motel with a dark past. In the course of a fateful night, everyone will have one last shot at redemption.",7.797,2018-10-04,Bad Times at the El Royale,False,6.841,3665
False,"[53, 10749, 12]",429300,en,Adrift,"Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",4.7833,2018-05-31,Adrift,False,6.841,2615
False,"[16, 878, 28, 12]",56590,en,All Star Superman,"Lex Luthor enacts his plan to rid the world of Superman, once and for all. Succeeding with solar radiation poisoning, the Man of Steel is slowly dying. With what little times remains, the Last Son of Krypton must confront the revealing of his secret identity to Lois Lane and face Luthor in a final battle.",3.407,2011-01-01,All Star Superman,False,6.841,511
False,"[28, 878]",49049,en,Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",8.8906,2012-09-07,Dredd,False,6.841,5183
False,"[12, 27, 37, 35, 18]",10212,en,Ravenous,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",1.7818,1999-03-16,Ravenous,False,6.8,637
False,[18],7874,en,Black Snake Moan,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",4.1217,2006-12-31,Black Snake Moan,False,6.841,892
False,"[35, 878]",957,en,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",10.3693,1987-06-24,Spaceballs,False,6.841,3093
False,"[878, 27, 53]",762504,en,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",13.2894,2022-07-20,Nope,False,6.84,4379
False,"[35, 18]",369778,fr,Chocolat,"Chocolat the clown, the first black stage performer in France, goes from anonymity to fame after forming an unprecedented duo with fellow performer Footit in the very popular in Belle Epoque Paris. But easy money, gambling, and discrimination take their toll on their friendship and Chocolat's career.",1.6321,2016-02-03,Chocolat,False,6.8,734
False,"[35, 80, 12]",1871,fr,Fantômas,Fantômas is a man of many disguises. He uses maquillage as a weapon. He can impersonate anyone using an array of masks and can create endless confusion by constantly changing his appearance.,1.3158,1964-11-04,Fantomas,False,6.8,759
